pkey,created_on,last_updated_on,version,format,is_reduced,is_target_adjusted,referee,result,src_id,timestamp_end,timestamp_start,toss_decision,toss_winner,umpires,win_margin,win_type,away_team_pkey,home_team_pkey,man_of_the_match_pkey,tournament_pkey,venue_pkey,winner_team_pkey
2026,"2021-02-15 01:03:27",NULL,0,T20,0,0,"Arjan Kripal Singh (India)",NULL,46739,1610476200,1610433000,fielding,12984,"Sivasubramaniyan Shankar (India), Nikhil Patwardhan (India)",NULL,NULL,126,129,NULL,105,NULL,NULL
2027,"2021-02-15 01:03:29",NULL,0,T20,0,0,"Satyajit Satbhai (India)",NULL,46740,1610476200,1610433000,fielding,12979,"Saurabh Dhote (India), Sundaram Ravi (India)",NULL,NULL,137,140,NULL,105,NULL,NULL
2028,"2021-02-15 01:03:31",NULL,0,T20,0,0,"Pankaj Dharmani (India)",NULL,46741,1610476200,1610433000,fielding,12968,"Anil Dandekar (India), P Jayapal (India)",NULL,NULL,134,132,NULL,105,NULL,NULL
2029,"2021-02-15 01:03:32",NULL,0,T20,0,0,,NULL,46742,1610476200,1610433000,fielding,12965,,NULL,NULL,139,124,NULL,105,NULL,NULL
2030,"2021-02-15 01:03:33",NULL,0,T20,0,0,"Valmik Buch (India)",NULL,46743,1610476200,1610433000,batting,12990,"Ulhas Gandhe (India), Navdeep Singh (India)",NULL,NULL,141,133,NULL,105,NULL,NULL
2031,"2021-02-15 01:03:35",NULL,0,T20,0,0,"Uday Naik (India)",NULL,46744,1610476200,1610433000,fielding,12994,"Ranjeev Sharma (India), Nand Kishore (India)",NULL,NULL,121,114,NULL,105,NULL,NULL
2032,"2021-02-15 01:03:37",NULL,0,T20,0,0,"Arindam Sarkar (India)",NULL,46745,1610476200,1610433000,batting,90075,"Saiyed Khalid (India), VM  Dhokre (India)",NULL,NULL,117,127,NULL,105,NULL,NULL
2033,"2021-02-15 01:03:40",NULL,0,T20,0,0,"Madhusudhan Reddy (India)",NULL,46746,1610476200,1610433000,fielding,111564,"Abhijit Bengeri (India), GS Ananth Ramakrishnan (India)",NULL,NULL,149,116,NULL,105,NULL,NULL
2034,"2021-02-15 01:03:42",NULL,0,T20,0,0,,NULL,46747,1610501400,1610458200,fielding,12988,,NULL,NULL,136,125,NULL,105,NULL,NULL
2035,"2021-02-15 01:03:44",NULL,0,T20,0,0,,NULL,46748,1610562600,1610519400,fielding,12982,,NULL,NULL,143,120,NULL,105,NULL,NULL
2036,"2021-02-15 01:03:46",NULL,0,T20,0,0,,NULL,46749,1610562600,1610519400,fielding,111562,,NULL,NULL,145,144,NULL,105,NULL,NULL
2037,"2021-02-15 01:03:48",NULL,0,T20,0,0,"Daniel Manohar (India)",NULL,46750,1610562600,1610519400,fielding,12969,"Vineet Kulkarni (India), Belur Ravi (India)",NULL,NULL,128,122,NULL,105,NULL,NULL
2038,"2021-02-15 01:03:51",NULL,0,T20,0,0,,NULL,46751,1610562600,1610519400,fielding,12991,,NULL,NULL,130,123,NULL,105,NULL,NULL
2039,"2021-02-15 01:03:52",NULL,0,T20,0,0,,NULL,46752,1610562600,1610519400,batting,111568,,NULL,NULL,142,146,NULL,105,NULL,NULL
2040,"2021-02-15 01:03:55",NULL,0,T20,0,0,"Youraj Singh (India)",NULL,46753,1610562600,1610519400,fielding,12995,"Saidharshan Kumar (India), Tapan Sharma (India)",NULL,NULL,138,135,NULL,105,NULL,NULL
2041,"2021-02-15 01:03:57",NULL,0,T20,0,0,,NULL,46754,1610562600,1610519400,batting,111566,,NULL,NULL,147,150,NULL,105,NULL,NULL
2042,"2021-02-15 01:03:59",NULL,0,T20,0,0,,NULL,46755,1610562600,1610519400,batting,113656,,NULL,NULL,148,151,NULL,105,NULL,NULL
2043,"2021-02-15 01:04:01",NULL,0,T20,0,0,,NULL,46756,1610587800,1610544600,fielding,12981,,NULL,NULL,131,115,NULL,105,NULL,NULL
2044,"2021-02-15 01:04:05",NULL,0,T20,0,0,,NULL,46757,1610587800,1610544600,fielding,13014,,NULL,NULL,119,118,NULL,105,NULL,NULL
2045,"2021-02-15 01:04:07",NULL,0,T20,0,0,"Madhusudhan Reddy (India)",NULL,46758,1610649000,1610605800,batting,13012,"Abhijit Bengeri (India), GS Ananth Ramakrishnan (India)",NULL,NULL,149,117,NULL,105,NULL,NULL
2046,"2021-02-15 01:04:08",NULL,0,T20,0,0,"Pankaj Dharmani (India)",NULL,46759,1610649000,1610605800,batting,105780,"Anil Dandekar (India), P Jayapal (India)",NULL,NULL,141,125,NULL,105,NULL,NULL
2047,"2021-02-15 01:04:10",NULL,0,T20,0,0,"Balkrishna Misquin (India)",NULL,46760,1610649000,1610605800,fielding,12979,"Nitin Pandit (India), Dharmesh Bhardwaj (India)",NULL,NULL,140,139,NULL,105,NULL,NULL
2048,"2021-02-15 01:04:12",NULL,0,T20,0,0,"Satyajit Satbhai (India)",NULL,46761,1610649000,1610605800,fielding,12976,"Saurabh Dhote (India), Sundaram Ravi (India)",NULL,NULL,126,124,NULL,105,NULL,NULL
2049,"2021-02-15 01:04:13",NULL,0,T20,0,0,"Ajay Verma (India)",NULL,46762,1610649000,1610605800,batting,12968,"Bharati Vij (India), Nandan (India)",NULL,NULL,136,134,NULL,105,NULL,NULL
2050,"2021-02-15 01:04:19",NULL,0,T20,0,0,"Sitanshu Sadangi (India)",NULL,46763,1610649000,1610605800,fielding,12994,"Amit Bansal (India), Krishnamachari Srinivasan (India)",NULL,NULL,127,114,NULL,105,NULL,NULL
2051,"2021-02-15 01:04:21",NULL,0,T20,0,0,"Arindam Sarkar (India)",NULL,46764,1610649000,1610605800,fielding,13029,"Saiyed Khalid (India), VM  Dhokre (India)",NULL,NULL,121,116,NULL,105,NULL,NULL
2052,"2021-02-15 01:04:23",NULL,0,T20,0,0,"P Ranganathan (India)",NULL,46765,1610649000,1610605800,fielding,12984,"Sanjay Kumar Singh (India), Akshay Totre (India)",NULL,NULL,137,129,NULL,105,NULL,NULL
2053,"2021-02-15 01:04:25",NULL,0,T20,0,0,,NULL,46766,1610674200,1610631000,fielding,12990,,NULL,NULL,132,133,NULL,105,NULL,NULL
2054,"2021-02-15 01:04:28",NULL,0,T20,0,0,"Sanjay Raul (India)",NULL,46767,1610735400,1610692200,fielding,12969,"Mukund Mandale (India), Rohan Pandit (India)",NULL,NULL,128,118,NULL,105,NULL,NULL
2055,"2021-02-15 01:04:31",NULL,0,T20,0,0,,NULL,46768,1610735400,1610692200,batting,8516,,NULL,NULL,120,115,NULL,105,NULL,NULL
2056,"2021-02-15 01:04:32",NULL,0,T20,0,0,"Sanjay Sharma (India)",NULL,46769,1610735400,1610692200,fielding,111566,"Rajeev Godara (India), Madanagopal Kuppuraj (India)",NULL,NULL,147,142,NULL,105,NULL,NULL
2057,"2021-02-15 01:04:34",NULL,0,T20,0,0,,NULL,46770,1610735400,1610692200,batting,12973,,NULL,NULL,130,119,NULL,105,NULL,NULL
2058,"2021-02-15 01:04:35",NULL,0,T20,0,0,"Sanjay Verma (India)",NULL,46771,1610735400,1610692200,fielding,12981,"Rajesh Timaney (India), Yeshwant Barde (India)",NULL,NULL,131,138,NULL,105,NULL,NULL
2059,"2021-02-15 01:04:37",NULL,0,T20,0,0,"Rajan Seth (India)",NULL,46772,1610735400,1610692200,batting,111565,"Krishnaraj Srinath (India), Subrat Das (India)",NULL,NULL,148,146,NULL,105,NULL,NULL
2060,"2021-02-15 01:04:39",NULL,0,T20,0,0,,NULL,46773,1610735400,1610692200,fielding,12985,,NULL,NULL,144,150,NULL,105,NULL,NULL
2061,"2021-02-15 01:04:40",NULL,0,T20,0,0,,NULL,46774,1610735400,1610692200,batting,113656,,NULL,NULL,145,151,NULL,105,NULL,NULL
2062,"2021-02-15 01:04:42",NULL,0,T20,0,0,,NULL,46775,1610760600,1610717400,fielding,12991,,NULL,NULL,122,123,NULL,105,NULL,NULL
2063,"2021-02-15 01:04:44",NULL,0,T20,0,0,,NULL,46776,1610760600,1610717400,fielding,111569,,NULL,NULL,143,135,NULL,105,NULL,NULL
2064,"2021-02-15 01:04:46",NULL,0,T20,0,0,,NULL,46777,1610821800,1610778600,fielding,12965,,NULL,NULL,139,129,NULL,105,NULL,NULL
2065,"2021-02-15 01:04:47",NULL,0,T20,0,0,,NULL,46778,1610821800,1610778600,batting,12979,,NULL,NULL,140,124,NULL,105,NULL,NULL
2066,"2021-02-15 01:04:49",NULL,0,T20,0,0,,NULL,46779,1610821800,1610778600,batting,13000,,NULL,NULL,136,132,NULL,105,NULL,NULL
2067,"2021-02-15 01:04:50",NULL,0,T20,0,0,,NULL,46780,1610821800,1610778600,fielding,12998,,NULL,NULL,137,126,NULL,105,NULL,NULL
2068,"2021-02-15 01:04:51",NULL,0,T20,0,0,,NULL,46781,1610821800,1610778600,fielding,12990,,NULL,NULL,125,133,NULL,105,NULL,NULL
2069,"2021-02-15 01:04:53",NULL,0,T20,0,0,,NULL,46782,1610821800,1610778600,fielding,13012,,NULL,NULL,117,114,NULL,105,NULL,NULL
2070,"2021-02-15 01:04:54",NULL,0,T20,0,0,,NULL,46783,1610821800,1610778600,fielding,13029,,NULL,NULL,116,127,NULL,105,NULL,NULL
2072,"2021-02-15 01:04:57",NULL,0,T20,0,0,,NULL,46785,1610847000,1610803800,batting,105780,,NULL,NULL,134,141,NULL,105,NULL,NULL
2073,"2021-02-15 01:05:01",NULL,0,T20,0,0,,NULL,46786,1610908200,1610865000,batting,13015,,NULL,NULL,122,118,NULL,105,NULL,NULL
2074,"2021-02-15 01:05:05",NULL,0,T20,0,0,,NULL,46787,1610908200,1610865000,fielding,12975,,NULL,NULL,131,135,NULL,105,NULL,NULL
2075,"2021-02-15 01:05:06",NULL,0,T20,0,0,"Youraj Singh (India)",NULL,46788,1610908200,1610865000,fielding,111569,"Saidharshan Kumar (India), Tapan Sharma (India)",NULL,NULL,143,115,NULL,105,NULL,NULL
2076,"2021-02-15 01:05:08",NULL,0,T20,0,0,"Daniel Manohar (India)",NULL,46789,1610908200,1610865000,batting,12991,"Vineet Kulkarni (India), Belur Ravi (India)",NULL,NULL,119,123,NULL,105,NULL,NULL
2077,"2021-02-15 01:05:10",NULL,0,T20,0,0,"Sanjay Sharma (India)",NULL,46790,1610908200,1610865000,batting,111561,"Rajeev Godara (India), Madanagopal Kuppuraj (India)",NULL,NULL,142,145,NULL,105,NULL,NULL
2078,"2021-02-15 01:05:11",NULL,0,T20,0,0,"Gaurav Vashisht (India)",NULL,46791,1610908200,1610865000,batting,111568,"Prabhakar Rao (India), Pashchim Pathak (India)",NULL,NULL,144,146,NULL,105,NULL,NULL
2079,"2021-02-15 01:05:13",NULL,0,T20,0,0,,NULL,46792,1610908200,1610865000,fielding,12985,,NULL,NULL,148,150,NULL,105,NULL,NULL
2080,"2021-02-15 01:05:14",NULL,0,T20,0,0,"Dattatreya Mukherjee (India)",NULL,46793,1610908200,1610865000,batting,113656,"Prahlad Rawat (India), Mohamad Rafi (India)",NULL,NULL,147,151,NULL,105,NULL,NULL
2081,"2021-02-15 01:05:16",NULL,0,T20,0,0,,NULL,46794,1610933400,1610890200,batting,12969,,NULL,NULL,128,130,NULL,105,NULL,NULL
2082,"2021-02-15 01:05:18",NULL,0,T20,0,0,,NULL,46795,1610933400,1610890200,fielding,12982,,NULL,NULL,120,138,NULL,105,NULL,NULL
2083,"2021-02-15 01:05:20",NULL,0,T20,0,0,,NULL,46796,1610994600,1610951400,fielding,12984,,NULL,NULL,140,129,NULL,105,NULL,NULL
2084,"2021-02-15 01:05:22",NULL,0,T20,0,0,,NULL,46797,1610994600,1610951400,fielding,12978,,NULL,NULL,137,124,NULL,105,NULL,NULL
2085,"2021-02-15 01:05:23",NULL,0,T20,0,0,,NULL,46798,1610994600,1610951400,fielding,12976,,NULL,NULL,126,139,NULL,105,NULL,NULL
2086,"2021-02-15 01:05:24",NULL,0,T20,0,0,"Ajay Verma (India)",NULL,46799,1610994600,1610951400,fielding,105780,"Bharati Vij (India), Nandan (India)",NULL,NULL,141,132,NULL,105,NULL,NULL
2087,"2021-02-15 01:05:26",NULL,0,T20,0,0,,NULL,46800,1610994600,1610951400,batting,12987,,NULL,NULL,134,125,NULL,105,NULL,NULL
2088,"2021-02-15 01:05:28",NULL,0,T20,0,0,,NULL,46801,1610994600,1610951400,fielding,13029,,NULL,NULL,116,114,NULL,105,NULL,NULL
2089,"2021-02-15 01:05:29",NULL,0,T20,0,0,,NULL,46802,1610994600,1610951400,fielding,90075,,NULL,NULL,149,127,NULL,105,NULL,NULL
2090,"2021-02-15 01:05:30",NULL,0,T20,0,0,,NULL,46803,1610994600,1610951400,batting,13012,,NULL,NULL,117,121,NULL,105,NULL,NULL
2091,"2021-02-15 01:05:32",NULL,0,T20,0,0,,NULL,46804,1611019800,1610976600,fielding,12988,,NULL,NULL,136,133,NULL,105,NULL,NULL
2092,"2021-02-15 01:05:34",NULL,0,T20,0,0,"Sanjay Raul (India)",NULL,46805,1611081000,1611037800,batting,13014,"Mukund Mandale (India), Rohan Pandit (India)",NULL,NULL,130,118,NULL,105,NULL,NULL
2093,"2021-02-15 01:05:35",NULL,0,T20,0,0,"Sanjay Verma (India)",NULL,46806,1611081000,1611037800,fielding,12981,"Rajesh Timaney (India), Yeshwant Barde (India)",NULL,NULL,120,131,NULL,105,NULL,NULL
2094,"2021-02-15 01:05:37",NULL,0,T20,0,0,,NULL,46807,1611081000,1611037800,fielding,111567,,NULL,NULL,147,144,NULL,105,NULL,NULL
2095,"2021-02-15 01:05:38",NULL,0,T20,0,0,,NULL,46808,1611081000,1611037800,batting,111565,,NULL,NULL,142,148,NULL,105,NULL,NULL
2096,"2021-02-15 01:05:40",NULL,0,T20,0,0,,NULL,46809,1611081000,1611037800,batting,111568,,NULL,NULL,151,146,NULL,105,NULL,NULL
2097,"2021-02-15 01:05:43",NULL,0,T20,0,0,,NULL,46810,1611081000,1611037800,batting,12991,,NULL,NULL,128,123,NULL,105,NULL,NULL
2098,"2021-02-15 01:05:44",NULL,0,T20,0,0,,NULL,46811,1611081000,1611037800,fielding,12985,,NULL,NULL,145,150,NULL,105,NULL,NULL
2099,"2021-02-15 01:05:45",NULL,0,T20,0,0,,NULL,46812,1611081000,1611037800,fielding,111569,,NULL,NULL,143,138,NULL,105,NULL,NULL
2100,"2021-02-15 01:05:47",NULL,0,T20,0,0,,NULL,46813,1611106200,1611063000,batting,12972,,NULL,NULL,122,119,NULL,105,NULL,NULL
2101,"2021-02-15 01:05:49",NULL,0,T20,0,0,,NULL,46814,1611106200,1611063000,batting,12975,,NULL,NULL,135,115,NULL,105,NULL,NULL
2102,"2021-02-15 01:05:51",NULL,0,T20,0,0,,NULL,46815,1611649800,1611642600,fielding,12965,,NULL,NULL,124,139,NULL,105,NULL,NULL
2103,"2021-02-15 01:05:53",NULL,0,T20,0,0,,NULL,46816,1611711000,1611667800,fielding,12988,,NULL,NULL,121,136,NULL,105,NULL,NULL
2104,"2021-02-15 01:05:55",NULL,0,T20,0,0,,NULL,46817,1611772200,1611729000,fielding,12994,,NULL,NULL,114,120,NULL,105,NULL,NULL
2105,"2021-02-15 01:05:58",NULL,0,T20,0,0,,NULL,46818,1611797400,1611754200,batting,12972,,NULL,NULL,150,119,NULL,105,NULL,NULL
2106,"2021-02-15 01:06:00",NULL,0,T20,0,0,,NULL,46819,1611945000,1611901800,batting,12972,,NULL,NULL,119,136,NULL,105,NULL,NULL
2107,"2021-02-15 01:06:02",NULL,0,T20,0,0,,NULL,46820,1611970200,1611927000,fielding,12965,,NULL,NULL,114,139,NULL,105,NULL,NULL
2108,"2021-02-15 01:06:06",NULL,0,T20,0,0,"Vengalil Narayanan Kutty (India)",NULL,46821,1612143000,1612099800,fielding,12988,"Ulhas Gandhe (India), Yeshwant Barde (India) , Anil Dandekar (India ,TV)",NULL,NULL,114,136,NULL,105,NULL,NULL
2109,"2021-02-15 01:06:10",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23946,1513177200,1513134000,batting,13222,"Shaun Haig (New Zealand), Wayne Knights (New Zealand)",NULL,NULL,153,152,NULL,106,NULL,NULL
2110,"2021-02-15 01:06:16",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23949,1513263600,1513220400,batting,13223,"Derek Walker (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,155,154,NULL,106,NULL,NULL
2111,"2021-02-15 01:06:22",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23950,1513361400,1513318200,fielding,13226,"Chris Brown (New Zealand), Billy Bowden (New Zealand), Wayne Knights (New Zealand, TV)",NULL,NULL,157,156,NULL,106,NULL,NULL
2112,"2021-02-15 01:06:27",NULL,0,T20,0,0,"Kevin Earl (New Zealand)",NULL,23951,1513447800,1513404600,batting,13226,"Chris Brown (New Zealand, TV), Billy Bowden (New Zealand), Wayne Knights (New Zealand)",NULL,NULL,152,156,NULL,106,NULL,NULL
2113,"2021-02-15 01:06:29",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,23952,1513515600,1513472400,batting,13222,"John Bromley (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,154,153,NULL,106,NULL,NULL
2114,"2021-02-15 01:06:33",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23953,1513523400,1513480200,fielding,13229,"Shaun Haig (New Zealand), Tony Gillies (New Zealand, TV), Tim Parlane (New Zealand)",NULL,NULL,157,155,NULL,106,NULL,NULL
2115,"2021-02-15 01:06:34",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23954,1513782000,1513738800,batting,13226,"Derek Walker (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,156,157,NULL,106,NULL,NULL
2116,"2021-02-15 01:06:36",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23955,1513951200,1513908000,batting,13223,"Tony Gillies (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,153,154,NULL,106,NULL,NULL
2117,"2021-02-15 01:06:38",NULL,0,T20,0,0,"Kevin Earl (New Zealand)",NULL,23956,1514034000,1513990800,fielding,13229,"Billy Bowden (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,155,156,NULL,106,NULL,NULL
2118,"2021-02-15 01:06:39",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23957,1514124600,1514081400,fielding,13231,"Billy Bowden (New Zealand), Shaun Haig (New Zealand), Tony Gillies (New Zealand, TV)",NULL,NULL,157,152,NULL,106,NULL,NULL
2119,"2021-02-15 01:06:42",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23958,1514300400,1514257200,fielding,0,"John Dempsey (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,152,157,NULL,106,NULL,NULL
2120,"2021-02-15 01:06:43",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23959,1514300400,1514257200,batting,13229,"Chris Gaffaney (New Zealand), John Bromley (New Zealand)",NULL,NULL,154,155,NULL,106,NULL,NULL
2121,"2021-02-15 01:06:44",NULL,0,T20,0,0,"Kevin Earl (New Zealand)",NULL,23960,1514398200,1514355000,batting,13222,"Billy Bowden (New Zealand), Shaun Haig (New Zealand), Tony Gillies (New Zealand, TV)",NULL,NULL,153,156,NULL,106,NULL,NULL
2122,"2021-02-15 01:06:46",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23961,1514466000,1514422800,batting,13229,"Chris Gaffaney (New Zealand), Derek Walker (New Zealand)",NULL,NULL,152,155,NULL,106,NULL,NULL
2123,"2021-02-15 01:06:48",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23962,1514473200,1514430000,batting,13223,"John Dempsey (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,154,157,NULL,106,NULL,NULL
2124,"2021-02-15 01:06:50",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23963,1514646000,1514602800,batting,13222,"Damian Morrow (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,156,153,NULL,106,NULL,NULL
2125,"2021-02-15 01:06:51",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23964,1514733000,1514689800,fielding,13225,"Billy Bowden (New Zealand), Derek Walker (New Zealand), John Bromley (New Zealand, TV)",NULL,NULL,155,157,NULL,106,NULL,NULL
2126,"2021-02-15 01:06:53",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23965,1514815800,1514772600,batting,13231,"Eugene Sanders (New Zealand, TV), John Bromley (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,152,154,NULL,106,NULL,NULL
2127,"2021-02-15 01:06:55",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23966,1514905800,1514862600,batting,13229,"Eugene Sanders (New Zealand, TV), Derek Walker (New Zealand), Tony Gillies (New Zealand)",NULL,NULL,156,155,NULL,106,NULL,NULL
2128,"2021-02-15 01:06:57",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,23967,1515078600,1515035400,fielding,0,"Billy Bowden (New Zealand), Eugene Sanders (New Zealand, TV), Tim Parlane (New Zealand)",NULL,NULL,152,153,NULL,106,NULL,NULL
2129,"2021-02-15 01:06:57",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23968,1515165000,1515121800,fielding,0,"John Bromley (New Zealand), Tony Gillies (New Zealand), Ashley Mehrotra (New Zealand, TV)",NULL,NULL,156,154,NULL,106,NULL,NULL
2130,"2021-02-15 01:06:58",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,23969,1515250800,1515207600,batting,13222,"Eugene Sanders (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,155,153,NULL,106,NULL,NULL
2131,"2021-02-15 01:07:01",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23970,1515330000,1515286800,fielding,13225,"Derek Walker (New Zealand), Tony Gillies (New Zealand)",NULL,NULL,157,154,NULL,106,NULL,NULL
2132,"2021-02-15 01:07:04",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23971,1515337800,1515294600,fielding,13226,"Billy Bowden (New Zealand), John Bromley (New Zealand, TV), Ashley Mehrotra (New Zealand)",NULL,NULL,156,152,NULL,106,NULL,NULL
2133,"2021-02-15 01:07:06",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23972,1515510000,1515466800,fielding,13229,"Eugene Sanders (New Zealand), Derek Walker (New Zealand)",NULL,NULL,153,155,NULL,106,NULL,NULL
2134,"2021-02-15 01:07:08",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23973,1515597000,1515553800,fielding,13231,"Billy Bowden (New Zealand), Tony Gillies (New Zealand, TV), Tim Parlane (New Zealand)",NULL,NULL,154,152,NULL,106,NULL,NULL
2135,"2021-02-15 01:07:10",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,23974,1515769200,1515726000,batting,13222,"Garth Stirrat (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,157,153,NULL,106,NULL,NULL
2136,"2021-02-15 01:07:11",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,23975,1515934800,1515891600,fielding,13226,"Derek Walker (New Zealand), Garth Stirrat (New Zealand)",NULL,NULL,154,156,NULL,106,NULL,NULL
2137,"2021-02-15 01:07:13",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,23976,1515934800,1515891600,batting,13222,"John Bromley (New Zealand), Tim Parlane (New Zealand)",NULL,NULL,153,157,NULL,106,NULL,NULL
2138,"2021-02-15 01:07:15",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,23977,1515942600,1515899400,fielding,13229,"Billy Bowden (New Zealand), Tony Gillies (New Zealand), Ashley Mehrotra (New Zealand, TV)",NULL,NULL,155,152,NULL,106,NULL,NULL
2139,"2021-02-15 01:07:17",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,37718,1516201800,1516158600,fielding,13231,"Billy Bowden (New Zealand), Derek Walker (New Zealand), Tony Gillies (New Zealand, TV)",NULL,NULL,153,152,NULL,106,NULL,NULL
2140,"2021-02-15 01:07:19",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,37719,1516460400,1516417200,batting,13222,"Billy Bowden (New Zealand), Tony Gillies (New Zealand, TV), Tim Parlane (New Zealand)",NULL,NULL,153,156,NULL,106,NULL,NULL
2141,"2021-02-15 01:07:21",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,39408,1545501600,1545458400,fielding,13225,"Billy Bowden (New Zealand), Wayne Knights (New Zealand), Ashley Mehrotra (New Zealand, TV)",NULL,NULL,157,156,NULL,107,NULL,NULL
2142,"2021-02-15 01:07:27",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,39409,1545577200,1545534000,batting,13223,"Shaun Haig (New Zealand), Derek Walker (New Zealand), John Bromley (New Zealand, TV)",NULL,NULL,155,154,NULL,107,NULL,NULL
2143,"2021-02-15 01:07:32",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,39410,1545660000,1545616800,fielding,0,"Chris Brown (New Zealand), Tony Gillies (New Zealand)",NULL,NULL,157,152,NULL,107,NULL,NULL
2144,"2021-02-15 01:07:35",NULL,0,T20,0,0,"Kevin Earl (New Zealand)",NULL,39411,1545933600,1545890400,fielding,13222,"Billy Bowden (New Zealand), Chris Brown (New Zealand), Tony Gillies (New Zealand, TV)",NULL,NULL,156,153,NULL,107,NULL,NULL
2145,"2021-02-15 01:07:43",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,39412,1546009200,1545966000,batting,13229,"John Bromley (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,157,155,NULL,107,NULL,NULL
2146,"2021-02-15 01:07:45",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,39413,1546095600,1546052400,fielding,13231,"Chris Brown (New Zealand), Shaun Haig (New Zealand)",NULL,NULL,153,152,NULL,107,NULL,NULL
2147,"2021-02-15 01:07:47",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,39414,1546182000,1546138800,batting,13229,"Eugene Sanders (New Zealand), Derek Walker (New Zealand)",NULL,NULL,156,155,NULL,107,NULL,NULL
2148,"2021-02-15 01:07:49",NULL,0,T20,0,0,"RE Hayward (New Zealand)",NULL,39415,1546268400,1546225200,fielding,13225,"Chris Brown (New Zealand), Shaun Haig (New Zealand)",NULL,NULL,157,153,NULL,107,NULL,NULL
2149,"2021-02-15 01:07:51",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,39416,1546354800,1546311600,fielding,13223,"Billy Bowden (New Zealand), Wayne Knights (New Zealand), Ashley Mehrotra (New Zealand, TV)",NULL,NULL,154,152,NULL,107,NULL,NULL
2150,"2021-02-15 01:07:53",NULL,0,T20,0,0,"K Pulley (New Zealand)",NULL,39417,1546786800,1546743600,fielding,13223,"Wayne Knights (New Zealand), Tony Gillies (New Zealand), Derek Walker (New Zealand, TV)",NULL,NULL,157,154,NULL,107,NULL,NULL
2151,"2021-02-15 01:07:55",NULL,0,T20,0,0,"Ross Dykes (New Zealand)",NULL,39418,1546786800,1546743600,fielding,0,"Damian Morrow (New Zealand), Ashley Mehrotra (New Zealand)",NULL,NULL,155,153,NULL,107,NULL,NULL
2152,"2021-02-15 01:07:56",NULL,0,T20,0,0,"Kevin Earl (New Zealand)",NULL,39419,1546786800,1546743600,batting,13226,"Billy Bowden (New Zealand), John Bromley (New Zealand)",NULL,NULL,156,152,NULL,107,NULL,NULL
2153,"2021-02-15 01:07:58",NULL,0,T20,0,0,"Gary Baxter (New Zealand)",NULL,39420,1547046000,1547002800,fielding,13226,"Derek Walker (New Zealand), Garth Stirrat (New Zealand)",NULL,NULL,156,154,NULL,107,NULL,NULL
